Bowler,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,No of seasons,Last 3 mean,Score
JM Kemp,4.202127659574468,4.202127659574468,7.404255319148936,4.202127659574468,4.202127659574468,4.202127659574468,4.202127659574468,4.202127659574468,4.202127659574468,4.202127659574468,1,15.797872340425531,9.87872340425532
JO Holder,7.348590361445782,7.348590361445782,7.348590361445782,7.348590361445782,7.348590361445782,8.303999999999998,10.5,7.348590361445782,7.590361445783132,7.348590361445782,3,12.570819277108434,8.74249156626506
Joginder Sharma,9.151898734177214,7.953488372093022,10.47058823529412,10.2,8.35519506831287,8.35519506831287,8.35519506831287,8.35519506831287,8.35519506831287,8.35519506831287,4,11.64480493168713,8.586882959012277
JP Duminy,7.14176751354411,5.383177570093458,6.727272727272727,8.054054054054054,8.0,7.14176751354411,7.117647058823529,7.177570093457943,7.674418604651163,7.14176751354411,7,12.668747929448926,10.401248757669356
JP Faulkner,8.270107348733056,8.270107348733056,8.270107348733056,5.0,9.061224489795919,6.622784810126583,9.690647482014388,9.245551601423488,9.333333333333334,10.20731707317073,7,10.404599330690816,9.04275959841449
JR Hopes,10.0,6.7979797979797985,6.7979797979797985,8.393939393939394,6.7979797979797985,6.7979797979797985,6.7979797979797985,6.7979797979797985,6.7979797979797985,6.7979797979797985,2,13.2020202020202,8.72121212121212
JW Hastings,5.481203007518797,5.481203007518797,5.481203007518797,5.481203007518797,5.481203007518797,5.481203007518797,9.157894736842106,5.481203007518797,5.285714285714286,5.481203007518797,2,14.583959899749374,9.550375939849625
K Goel,12.5,7.591836734693878,7.0,7.5229591836734695,7.5229591836734695,7.5229591836734695,7.5229591836734695,7.5229591836734695,7.5229591836734695,7.5229591836734695,3,12.477040816326532,8.686224489795919
K Rabada,4.835766423357664,4.835766423357664,4.835766423357664,4.835766423357664,4.835766423357664,4.835766423357664,4.835766423357664,4.835766423357664,4.835766423357664,8.671532846715328,1,13.885644768856448,8.731386861313869
K Santokie,5.85294117647059,5.85294117647059,5.85294117647059,5.85294117647059,5.85294117647059,5.85294117647059,10.70588235294118,5.85294117647059,5.85294117647059,5.85294117647059,1,14.14705882352941,8.888235294117646
K Upadhyay,6.416666666666667,6.416666666666667,6.416666666666667,6.416666666666667,8.25,9.0,6.416666666666667,6.416666666666667,6.416666666666667,6.416666666666667,2,13.583333333333332,8.95
KA Pollard,9.63762537255541,9.63762537255541,7.107296137339056,8.155555555555555,7.384615384615386,8.893401015228427,9.9375,8.962962962962962,13.2972972972973,15.0,8,7.579913246579913,7.747947947947948
KAJ Roach,5.115384615384616,5.115384615384616,9.230769230769232,5.115384615384616,5.115384615384616,5.115384615384616,5.115384615384616,5.115384615384616,5.115384615384616,5.115384615384616,1,14.884615384615383,9.33076923076923
Kamran Khan,8.593482673626214,7.338842975206611,8.368421052631579,15.66666666666667,8.593482673626214,8.593482673626214,8.593482673626214,8.593482673626214,8.593482673626214,8.593482673626214,3,11.406517326373786,8.043910395824271
Karanveer Singh,6.925013683634373,6.925013683634373,6.925013683634373,6.925013683634373,6.925013683634373,6.925013683634373,7.80952380952381,10.96551724137931,6.925013683634373,6.925013683634373,2,11.728151797117315,7.836891078270389
KC Cariappa,8.562310030395135,8.562310030395135,8.562310030395135,8.562310030395135,8.562310030395135,8.562310030395135,8.562310030395135,14.0,9.142857142857142,8.106382978723403,3,9.583586626139818,6.95015197568389
KH Pandya,5.39669767831699,5.39669767831699,5.39669767831699,5.39669767831699,5.39669767831699,5.39669767831699,5.39669767831699,5.39669767831699,7.360824742268043,6.829268292682926,2,13.471069762244014,8.882641857346409
KJ Abbott,5.85294117647059,5.85294117647059,5.85294117647059,5.85294117647059,5.85294117647059,5.85294117647059,5.85294117647059,5.85294117647059,10.70588235294118,5.85294117647059,1,12.52941176470588,7.917647058823528
KK Cooper,6.629324529118858,6.629324529118858,6.629324529118858,6.629324529118858,7.530201342281879,8.023460410557185,7.963636363636365,6.629324529118858,6.629324529118858,6.629324529118858,3,13.370675470881142,9.222405282528687
KMDN Kulasekara,5.585326953748006,5.585326953748006,5.585326953748006,8.210526315789474,6.545454545454545,5.585326953748006,5.585326953748006,5.585326953748006,5.585326953748006,5.585326953748006,2,14.414673046251995,9.448803827751197
KP Appanna,6.5136881475041655,7.583333333333332,7.116279069767442,6.5136881475041655,8.355140186915888,6.5136881475041655,6.5136881475041655,6.5136881475041655,6.5136881475041655,6.5136881475041655,3,13.486311852495835,9.291787111497502
KP Pietersen,6.3125,6.6,7.700000000000001,6.3125,7.949999999999998,6.3125,6.3125,6.3125,6.3125,6.3125,3,13.6875,9.4125
KS Williamson,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,1,15.0,9.4
Kuldeep Yadav,6.183423423423423,6.183423423423423,6.183423423423423,6.183423423423423,6.183423423423423,6.183423423423423,6.183423423423423,6.183423423423423,8.27027027027027,8.28,2,12.422102102102102,8.253261261261262
KV Sharma,7.529581791893068,7.529581791893068,7.529581791893068,7.529581791893068,7.529581791893068,6.682464454976303,7.680781758957654,8.485355648535565,10.44,6.888888888888889,5,11.395251820858515,8.837151092515109
KW Richardson,7.150660609332466,7.150660609332466,7.150660609332466,7.150660609332466,7.150660609332466,8.465753424657535,7.508982035928144,7.150660609332466,9.627906976744185,7.150660609332466,3,12.023590601530294,8.414154360918177
L Ablish,7.7407407407407405,7.7407407407407405,8.222222222222223,13.0,7.7407407407407405,7.7407407407407405,7.7407407407407405,7.7407407407407405,7.7407407407407405,7.7407407407407405,2,12.25925925925926,8.155555555555555
L Balaji,8.57560975609756,8.384279475982533,8.73469387755102,8.148936170212766,5.365079365079366,7.69774919614148,8.672985781990521,7.822416702881906,7.822416702881906,7.822416702881906,7,12.177583297118094,10.106549978270857
LA Carseldine,3.071428571428571,5.142857142857142,3.071428571428571,3.071428571428571,3.071428571428571,3.071428571428571,3.071428571428571,3.071428571428571,3.071428571428571,3.071428571428571,1,16.92857142857143,10.557142857142859
LH Ferguson,3.810344827586207,3.810344827586207,3.810344827586207,3.810344827586207,3.810344827586207,3.810344827586207,3.810344827586207,3.810344827586207,3.810344827586207,6.620689655172414,1,15.25287356321839,9.551724137931036
LJ Wright,7.8730158730158735,7.8730158730158735,7.8730158730158735,7.8730158730158735,12.0,9.61904761904762,7.8730158730158735,7.8730158730158735,7.8730158730158735,7.8730158730158735,2,12.126984126984127,8.076190476190476
LMP Simmons,6.166666666666665,6.166666666666665,6.166666666666665,6.166666666666665,6.166666666666665,6.166666666666665,11.33333333333333,6.166666666666665,6.166666666666665,6.166666666666665,1,13.833333333333336,8.700000000000001
LPC Silva,21.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1,9.0,5.8
LR Shukla,9.692307692307693,6.954545454545455,9.0,7.7262335365783645,6.0,7.333333333333334,9.103448275862068,7.7262335365783645,7.7262335365783645,7.7262335365783645,6,12.273766463421634,9.764259878052979
LRPL Taylor,8.047619047619046,11.14285714285714,8.047619047619046,11.0,8.047619047619046,8.047619047619046,8.047619047619046,8.047619047619046,8.047619047619046,8.047619047619046,2,11.952380952380954,7.971428571428572
M Ashwin,4.676136363636363,4.676136363636363,4.676136363636363,4.676136363636363,4.676136363636363,4.676136363636363,4.676136363636363,4.676136363636363,8.352272727272727,4.676136363636363,1,14.098484848484848,8.85909090909091
M de Lange,6.915865384615383,6.915865384615383,6.915865384615383,6.915865384615383,10.125,6.915865384615383,7.615384615384614,6.923076923076922,6.915865384615383,6.915865384615383,3,13.08173076923077,9.049038461538462
M Kartik,8.898876404494382,5.914285714285715,6.57983193277311,7.846153846153847,7.120000000000001,7.219917012448132,11.14285714285714,7.71524025662654,7.71524025662654,7.71524025662654,7,12.28475974337346,10.170855846024077
M Manhas,3.5,3.5,3.5,6.0,3.5,3.5,3.5,3.5,3.5,3.5,1,16.5,10.3
M Morkel,7.5281753791111266,5.454545454545454,8.608695652173912,7.357664233576642,7.187660668380463,8.2834008097166,7.39672131147541,7.310344827586206,8.154545454545454,7.5281753791111266,8,12.335644779585738,10.601386867751444
M Muralitharan,6.764227642276422,5.269736842105263,6.980392156862745,7.435897435897436,6.465306122448981,8.170212765957446,7.575757575757575,6.957691317663233,6.957691317663233,6.957691317663233,7,13.042308682336767,10.62538520940206
M Ntini,7.23943661971831,4.119718309859155,4.119718309859155,4.119718309859155,4.119718309859155,4.119718309859155,4.119718309859155,4.119718309859155,4.119718309859155,4.119718309859155,1,15.880281690140844,9.928169014084506
M Vijay,7.464285714285714,7.464285714285714,7.464285714285714,7.464285714285714,7.464285714285714,7.464285714285714,13.0,7.0,6.857142857142857,7.464285714285714,3,12.892857142857142,8.935714285714287
MA Khote,10.4,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,1,14.3,8.98
MA Starc,5.381372549019608,5.381372549019608,5.381372549019608,5.381372549019608,5.381372549019608,5.381372549019608,7.394117647058824,6.75,5.381372549019608,5.381372549019608,2,14.162418300653595,9.297450980392156
Mashrafe Mortaza,6.82142857142857,12.64285714285714,6.82142857142857,6.82142857142857,6.82142857142857,6.82142857142857,6.82142857142857,6.82142857142857,6.82142857142857,6.82142857142857,1,13.17857142857143,8.307142857142859
MB Parmar,5.710526315789475,5.710526315789475,10.42105263157895,5.710526315789475,5.710526315789475,5.710526315789475,5.710526315789475,5.710526315789475,5.710526315789475,5.710526315789475,1,14.289473684210524,8.973684210526315
MC Henriques,8.25607349929511,8.447368421052632,8.75,8.25607349929511,8.25607349929511,8.5,9.142857142857142,6.26751592356688,7.886792452830189,10.05405405405405,7,11.930545856516295,9.958327513909776
MF Maharoof,6.76991150442478,6.090909090909091,8.456375838926174,6.079299108565011,6.079299108565011,6.079299108565011,6.079299108565011,6.079299108565011,6.079299108565011,6.079299108565011,3,13.92070089143499,9.552420534860994
MG Johnson,7.564650125553022,7.564650125553022,7.564650125553022,7.564650125553022,7.564650125553022,7.012406947890819,7.941176470588236,8.987012987012987,9.391304347826088,7.055999999999999,5,11.52189422172031,8.913136533032185
MG Neser,7.94,7.94,7.94,7.94,7.94,14.88,7.94,7.94,7.94,7.94,1,12.059999999999999,7.635999999999998
MJ Clarke,3.7727272727272725,3.7727272727272725,3.7727272727272725,3.7727272727272725,6.545454545454545,3.7727272727272725,3.7727272727272725,3.7727272727272725,3.7727272727272725,3.7727272727272725,1,16.227272727272727,10.136363636363637
MJ Henry,7.370967741935485,7.370967741935485,7.370967741935485,7.370967741935485,7.370967741935485,7.370967741935485,7.370967741935485,7.370967741935485,7.370967741935485,13.74193548387097,1,10.50537634408602,6.703225806451613
MJ McClenaghan,6.9473243651727365,6.9473243651727365,6.9473243651727365,6.9473243651727365,6.9473243651727365,6.9473243651727365,6.9473243651727365,7.77049180327869,8.1144578313253,8.904347826086957,3,11.73690084643635,8.24214050786181
MK Tiwary,9.80879120879121,11.0,9.428571428571429,10.61538461538461,9.80879120879121,9.80879120879121,14.0,9.80879120879121,9.80879120879121,9.80879120879121,4,10.19120879120879,7.714725274725273
MM Patel,7.553571428571429,6.743119266055047,9.076923076923077,6.875379939209727,7.791666666666668,9.098901098901099,7.803159470255166,7.803159470255166,7.803159470255166,8.285714285714285,7,12.035988924591795,10.021593354755078
MM Sharma,7.508465794439249,7.508465794439249,7.508465794439249,7.508465794439249,7.508465794439249,6.308681672025723,8.462962962962964,8.262857142857143,8.092105263157894,8.92418772563177,5,11.573616622784398,8.944169973670638
MN Samuels,7.472765151515151,7.472765151515151,7.472765151515151,7.472765151515151,7.397727272727273,8.16,7.472765151515151,7.472765151515151,7.472765151515151,11.33333333333333,3,11.24037878787879,7.944227272727273
Mohammad Asif,9.256281407035175,5.128140703517587,5.128140703517587,5.128140703517587,5.128140703517587,5.128140703517587,5.128140703517587,5.128140703517587,5.128140703517587,5.128140703517587,1,14.871859296482413,9.323115577889448
Mohammad Hafeez,6.761904761904762,3.880952380952381,3.880952380952381,3.880952380952381,3.880952380952381,3.880952380952381,3.880952380952381,3.880952380952381,3.880952380952381,3.880952380952381,1,16.11904761904762,10.071428571428573
Mohammad Nabi,3.1818181818181817,3.1818181818181817,3.1818181818181817,3.1818181818181817,3.1818181818181817,3.1818181818181817,3.1818181818181817,3.1818181818181817,3.1818181818181817,5.363636363636363,1,16.09090909090909,10.054545454545453
Mohammed Shami,7.83230206017994,7.83230206017994,7.83230206017994,7.83230206017994,7.83230206017994,8.31578947368421,8.135231316725978,7.83230206017994,9.692307692307693,9.018181818181818,4,11.15240280977685,8.29144168586611
Mohammed Siraj,5.053191489361702,5.053191489361702,5.053191489361702,5.053191489361702,5.053191489361702,5.053191489361702,5.053191489361702,5.053191489361702,5.053191489361702,9.106382978723405,1,13.595744680851062,8.557446808510637
MP Stoinis,6.7840579710144935,6.7840579710144935,6.7840579710144935,6.7840579710144935,6.7840579710144935,6.7840579710144935,6.7840579710144935,6.7840579710144935,8.7,9.652173913043478,2,11.621256038647344,7.772753623188406
MR Marsh,6.68366006134544,6.68366006134544,8.34375,7.116279069767442,6.68366006134544,9.049180327868852,6.68366006134544,6.68366006134544,4.909090909090909,6.68366006134544,4,13.90786298940607,9.944717793643642
MS Gony,7.374663072776282,9.700934579439252,10.82352941176471,9.381818181818183,8.62251655629139,8.948571428571428,9.331504153832656,9.331504153832656,9.331504153832656,12.8,7,9.512330564111563,8.507398338466938
Mustafizur Rahman,6.9379432624113475,6.9379432624113475,6.9379432624113475,6.9379432624113475,6.9379432624113475,6.9379432624113475,6.9379432624113475,6.9379432624113475,6.813829787234043,12.0,2,11.416075650118204,7.649645390070923
N Rana,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1,17.666666666666668,11.0
NB Singh,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,4.32,1,16.786666666666665,10.472
ND Doshi,5.901666666666666,5.901666666666666,4.08,11.625,5.901666666666666,5.901666666666666,5.901666666666666,5.901666666666666,5.901666666666666,5.901666666666666,2,14.098333333333333,9.259
NJ Rimmington,3.833333333333334,3.833333333333334,3.833333333333334,6.666666666666668,3.833333333333334,3.833333333333334,3.833333333333334,3.833333333333334,3.833333333333334,3.833333333333334,1,16.166666666666664,10.099999999999998
NL McCullum,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,1,16.0,10.0
NLTC Perera,10.046150754662913,10.046150754662913,19.0,7.953488372093022,10.8,7.967479674796747,10.046150754662913,8.91891891891892,9.683168316831683,10.046150754662913,6,10.450587336528828,8.670352401917297
NM Coulter-Nile,6.879276117744766,6.879276117744766,6.879276117744766,6.879276117744766,6.879276117744766,6.959999999999999,6.230769230769232,7.522727272727273,7.741935483870968,7.820224719101124,5,12.305037508100213,9.383022504860127
P Amarnath,10.95454545454545,5.977272727272725,5.977272727272725,5.977272727272725,5.977272727272725,5.977272727272725,5.977272727272725,5.977272727272725,5.977272727272725,5.977272727272725,1,14.022727272727277,8.813636363636366
P Awana,7.11327408857942,7.11327408857942,7.11327408857942,7.11327408857942,7.743243243243244,7.518072289156628,10.19178082191781,7.11327408857942,7.11327408857942,7.11327408857942,3,12.88672591142058,8.932035546852347
P Kumar,8.203636363636363,7.711538461538462,8.166666666666668,7.484098939929329,6.759493670886076,6.677966101694916,6.657534246575342,8.817391304347826,7.673981191222571,8.555555555555555,10,11.651023982958016,10.990614389774809
P Negi,7.693368839349825,7.693368839349825,7.693368839349825,7.693368839349825,6.902255639097743,6.461538461538462,10.6046511627907,8.491803278688526,9.333333333333334,6.06,6,12.038287795992716,9.62297267759563
P Parameswaran,6.362376676643389,6.362376676643389,6.362376676643389,8.474226804123711,8.612903225806452,6.362376676643389,6.362376676643389,6.362376676643389,6.362376676643389,6.362376676643389,2,13.63762332335661,8.982573994013967
P Prasanth,9.5,9.5,9.5,18.0,9.5,9.5,9.5,9.5,9.5,9.5,1,10.5,6.7
P Sahu,4.761682242990654,4.761682242990654,4.761682242990654,4.761682242990654,4.761682242990654,4.761682242990654,4.761682242990654,4.761682242990654,8.523364485981308,4.761682242990654,1,13.984423676012462,8.790654205607478
P Suyal,7.158483896307935,7.158483896307935,7.158483896307935,7.158483896307935,7.158483896307935,6.947368421052633,10.0,8.686567164179104,7.158483896307935,7.158483896307935,3,12.332155014401675,8.599293008641004
Pankaj Singh,10.18421052631579,8.666666666666666,9.764705882352942,12.0,8.078740157480315,8.94905387213595,8.94905387213595,8.94905387213595,8.94905387213595,8.94905387213595,5,11.05094612786405,8.63056767671843
Parvez Rasool,6.835714285714286,6.835714285714286,6.835714285714286,6.835714285714286,6.835714285714286,5.8,8.892857142857142,6.200000000000001,9.285714285714286,6.835714285714286,4,12.55952380952381,9.135714285714286
PC Valthaty,8.598639455782314,8.598639455782314,8.598639455782314,7.795918367346939,16.0,8.598639455782314,8.598639455782314,8.598639455782314,8.598639455782314,8.598639455782314,2,11.401360544217686,7.6408163265306115
PD Collingwood,3.8666666666666667,3.8666666666666667,6.733333333333333,3.8666666666666667,3.8666666666666667,3.8666666666666667,3.8666666666666667,3.8666666666666667,3.8666666666666667,3.8666666666666667,1,16.133333333333333,10.08
PJ Cummins,6.943201478452343,6.943201478452343,6.943201478452343,6.943201478452343,6.943201478452343,6.943201478452343,7.25,9.363636363636363,6.943201478452343,8.15916955017301,3,11.844664202579429,8.306798521547657
PJ Sangwan,8.55483870967742,7.555555555555556,7.839195979899499,9.346426053368832,10.08,12.0,9.346426053368832,9.346426053368832,11.76,9.98181818181818,7,9.63725192160433,8.582351152962598
PM Sarvesh Kumar,8.129032258064516,4.564516129032258,4.564516129032258,4.564516129032258,4.564516129032258,4.564516129032258,4.564516129032258,4.564516129032258,4.564516129032258,4.564516129032258,1,15.435483870967742,9.661290322580644
PP Chawla,8.307692307692307,7.010989010989011,7.520270270270271,8.063241106719367,7.369942196531792,7.380681818181819,7.663865546218487,7.783018867924529,7.583333333333332,8.803278688524589,10,11.943456370072516,11.16607382204351
PP Ojha,7.601694915254237,6.587155963302752,7.316666666666667,7.526785714285715,7.161290322580647,7.377358490566039,8.191489361702127,11.5,7.91804904826202,7.91804904826202,8,10.887967301158653,9.732780380695193
PV Tambe,7.163058569578956,7.163058569578956,7.163058569578956,7.163058569578956,7.163058569578956,7.91304347826087,7.203947368421052,7.852941176470588,8.845360824742269,7.163058569578956,4,12.046213143069398,8.82772788584164
R Ashwin,6.324401728877754,3.5,6.222222222222221,6.202597402597402,6.55223880597015,6.728813559322036,7.060686015831135,5.725000000000001,6.928057553956835,6.324401728877754,8,13.674180239055136,11.404508143433082
R Bhatia,8.28358208955224,6.902255639097743,8.326530612244898,6.587628865979382,7.430340557275541,7.533834586466166,7.422413793103448,9.4,7.182692307692307,7.674418604651163,10,11.914296362552177,11.148577817531306
R Dhawan,6.954489841239626,6.954489841239626,6.954489841239626,6.954489841239626,6.954489841239626,7.263157894736842,7.612244897959183,8.430379746835442,7.466666666666666,6.954489841239626,4,12.382821248419422,9.029692749051653
R McLaren,8.26775066269505,8.26775066269505,7.841860465116279,9.837837837837837,8.26775066269505,12.39130434782609,8.26775066269505,8.26775066269505,8.26775066269505,8.26775066269505,3,11.73224933730495,8.239349602382969
R Ninan,5.916666666666665,5.916666666666665,5.916666666666665,10.83333333333333,5.916666666666665,5.916666666666665,5.916666666666665,5.916666666666665,5.916666666666665,5.916666666666665,1,14.083333333333336,8.850000000000001
R Rampaul,5.006915629322268,5.006915629322268,5.006915629322268,5.006915629322268,5.006915629322268,7.020746887966805,6.0,5.006915629322268,5.006915629322268,5.006915629322268,2,14.993084370677732,9.795850622406638
R Sathish,8.756137021871567,8.756137021871567,9.529411764705882,7.935483870967741,8.756137021871567,13.0,8.756137021871567,8.756137021871567,9.31578947368421,8.756137021871567,4,11.05731216085755,8.23438729651453
R Sharma,7.411932587135183,7.411932587135183,8.095238095238095,5.52317880794702,8.169642857142858,6.850202429149797,10.83333333333333,7.411932587135183,7.411932587135183,7.411932587135183,5,12.588067412864817,9.55284044771889
R Shukla,8.255983974249222,8.255983974249222,8.255983974249222,8.255983974249222,10.10526315789474,9.056603773584907,10.86206896551724,8.255983974249222,8.255983974249222,8.255983974249222,3,11.744016025750778,8.246409615450466
R Tewatia,6.333333333333332,6.333333333333332,6.333333333333332,6.333333333333332,6.333333333333332,6.333333333333332,6.436363636363637,10.33333333333333,6.333333333333332,5.563636363636363,3,12.589898989898991,8.753939393939394
R Vinay Kumar,7.78723404255319,8.231155778894472,8.535211267605634,7.446043165467627,8.46242774566474,8.307692307692307,9.092783505154639,8.399999999999999,6.842105263157895,9.3,10,11.819298245614036,11.091578947368422
RA Jadeja,9.692307692307693,6.5,8.026131963398761,7.057471264367815,7.722222222222221,7.465648854961832,8.060240963855422,7.767441860465116,7.773279352226721,9.222707423580786,9,11.745523787909127,10.647314272745476
RA Shaikh,6.0,11.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,14.0,8.8
RA Tripathi,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,12.0,1,11.666666666666666,7.4
Rashid Khan,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,3.8658536585365857,6.731707317073171,1,15.178861788617887,9.507317073170732
RD Chahar,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,7.695652173913043,1,14.536231884057973,9.121739130434785
RE van der Merwe,6.167981621956355,7.55023923444976,6.0,6.197802197802199,5.901639344262295,6.35820895522388,6.167981621956355,6.167981621956355,6.167981621956355,6.167981621956355,5,13.832018378043646,10.299211026826189
RG More,5.60810810810811,5.60810810810811,5.60810810810811,5.60810810810811,5.60810810810811,5.60810810810811,5.60810810810811,10.21621621621622,5.60810810810811,5.60810810810811,1,12.855855855855854,8.113513513513514
RG Sharma,6.24,6.985714285714286,8.016806722689076,12.72,16.0,4.0,8.666666666666666,8.703648459383754,8.703648459383754,8.703648459383754,7,11.296351540616246,9.577810924369748
RJ Harris,6.889961148224347,7.34375,7.353846153846154,8.155932203389831,7.486238532110091,6.0,6.889961148224347,6.889961148224347,6.889961148224347,6.889961148224347,5,13.110038851775652,9.86602331106539
RJ Peterson,4.875,4.875,4.875,4.875,8.75,4.875,4.875,4.875,4.875,4.875,1,15.125,9.475
RN ten Doeschate,6.0476190476190474,6.0476190476190474,6.0476190476190474,6.0,6.857142857142857,8.0,7.0,3.428571428571428,6.0476190476190474,6.0476190476190474,5,14.825396825396826,10.895238095238096
RP Singh,8.473846153846154,6.753926701570681,8.68421052631579,6.974522292993632,7.569230769230769,8.03187250996016,7.810951119239649,7.810951119239649,9.0,7.810951119239649,7,11.792699253840235,9.87561955230414
RR Bhatkal,9.25,9.25,9.25,9.25,17.5,9.25,9.25,9.25,9.25,9.25,1,10.75,6.85
RR Bose,6.5,12.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,1,13.5,8.5
RR Powar,7.246753246753246,6.272727272727273,6.791666666666666,9.333333333333334,10.66666666666667,7.551857864357866,7.551857864357866,7.551857864357866,7.551857864357866,7.551857864357866,5,12.448142135642133,9.46888528138528
RR Raje,8.352941176470587,10.28571428571428,6.879551820728288,6.879551820728288,6.879551820728288,6.879551820728288,6.879551820728288,6.879551820728288,6.879551820728288,6.879551820728288,2,13.120448179271712,8.672268907563026
RS Bopara,6.102134146341464,3.75,9.658536585365855,6.102134146341464,6.102134146341464,6.102134146341464,6.102134146341464,8.0,6.102134146341464,6.102134146341464,3,13.265243902439025,9.159146341463416
RS Gavaskar,4.5,4.5,8.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,1,15.5,9.7
RV Gomez,5.08058608058608,5.08058608058608,5.08058608058608,8.241758241758241,5.08058608058608,5.0,5.08058608058608,5.08058608058608,5.08058608058608,5.08058608058608,2,14.91941391941392,9.751648351648353
RW Price,6.0,6.0,6.0,11.0,6.0,6.0,6.0,6.0,6.0,6.0,1,14.0,8.8
S Aravind,8.691965892294839,8.691965892294839,8.691965892294839,7.854166666666666,16.0,8.691965892294839,8.691965892294839,7.199999999999998,7.318681318681319,8.778947368421054,5,12.234123770965876,9.340474262579525
S Badree,6.523213062343,6.523213062343,6.523213062343,6.523213062343,6.523213062343,8.399999999999999,7.103448275862069,6.523213062343,6.523213062343,7.589403973509934,3,13.121389967268023,9.072833980360814
S Dhawan,5.90990990990991,5.90990990990991,5.90990990990991,6.0,9.72972972972973,5.90990990990991,5.90990990990991,5.90990990990991,5.90990990990991,5.90990990990991,2,14.09009009009009,9.254054054054055
S Gopal,6.981297134238309,6.981297134238309,6.981297134238309,6.981297134238309,6.981297134238309,6.981297134238309,7.976470588235295,10.61538461538461,6.333333333333334,6.981297134238309,3,12.02332830568125,8.413996983408751
S Kaul,7.234215588081781,7.234215588081781,7.234215588081781,7.234215588081781,7.234215588081781,7.759398496240602,9.951219512195122,7.234215588081781,7.234215588081781,8.226244343891402,3,12.435108159981677,8.661064895989005
S Kaushik,6.6190278928472805,6.6190278928472805,6.6190278928472805,6.6190278928472805,6.6190278928472805,6.6190278928472805,6.6190278928472805,6.6190278928472805,8.23943661971831,9.617647058823529,2,11.841296142870293,7.904777685722176
S Ladda,8.594260869565218,8.594260869565218,9.391304347826088,10.08,8.594260869565218,9.0,8.594260869565218,8.594260869565218,10.5,8.594260869565218,4,10.770492753623188,8.062295652173912
S Nadeem,7.028101618444128,7.028101618444128,7.028101618444128,7.565217391304349,6.981818181818181,5.932584269662923,8.017021276595745,5.863636363636363,8.373626373626372,6.49090909090909,7,13.09060939060939,10.654365634365636
S Narwal,6.852813852813852,6.852813852813852,11.27272727272727,6.852813852813852,6.852813852813852,7.285714285714285,6.852813852813852,6.852813852813852,6.852813852813852,6.852813852813852,2,13.147186147186147,8.688311688311689
S Rana,4.333333333333333,4.333333333333333,4.333333333333333,3.0,4.333333333333333,4.333333333333333,8.0,4.333333333333333,4.333333333333333,4.333333333333333,2,15.666666666666668,10.2
S Randiv,4.216666666666667,4.216666666666667,4.216666666666667,7.433333333333334,4.216666666666667,4.216666666666667,4.216666666666667,4.216666666666667,4.216666666666667,4.216666666666667,1,15.783333333333333,9.870000000000001
S Sreesanth,8.150602409638555,8.110344827586207,8.953125,6.174757281553398,7.322157860972831,7.544117647058823,7.322157860972831,7.322157860972831,7.322157860972831,7.322157860972831,5,12.67784213902717,9.606705283416302
S Sriram,13.0,13.0,12.0,25.0,13.0,13.0,13.0,13.0,13.0,13.0,2,7.0,5.0
S Tyagi,6.247258225324028,7.271186440677967,9.470588235294118,6.247258225324028,6.247258225324028,6.247258225324028,6.247258225324028,6.247258225324028,6.247258225324028,6.247258225324028,2,13.752741774675972,9.051645064805584
S Vidyut,10.15384615384615,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,5.576923076923075,1,14.423076923076923,9.053846153846155
SA Abbott,5.84375,5.84375,5.84375,5.84375,5.84375,5.84375,5.84375,10.6875,5.84375,5.84375,1,12.541666666666668,7.925
SA Yadav,4.5,4.5,4.5,4.5,4.5,4.5,8.0,4.5,4.5,4.5,1,15.5,9.7
Sachin Baby,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,4.800000000000001,2.9000000000000004,1,16.466666666666665,10.279999999999998
Sandeep Sharma,7.268482337273561,7.268482337273561,7.268482337273561,7.268482337273561,7.268482337273561,7.959183673469387,8.423529411764704,6.92604501607717,7.262135922330098,8.040000000000001,5,12.590606353864242,9.554363812318545
